COGID	Albanian	English	French	German	Latin
560-1	l ʃ ə				
438-1	a r				
1222-1	a r				
353-1	d p ə k				
201-1	d a m				
20-1	d a ə				
503-1	d r ə				
957-1	p e				
728-1	l a m				
244-1	n a m				
289-1	m ʃ ə				
911-1	l a ə				
724-1	p r t				
145-1	p ʃ				
992-1	e				
1181-1	d p ə t				
741-1	d ʃ ə				
1150-1	s ʃ r p u				
585-1	e				
814-1	ɟ a r ʃ t				
916-1	e				
1079-1	p i t				
630-1	a m m k				
343-1	l p ə				
8-1	ɟ a r p r				
385-1	e e				
683-1	d a m k t				
650-1	d p ə ʃ r				
612-1	d i m				
871-1	j r m t k				
667-1	l i r				
527-1	s e p s				
499-1	m				
1029-1	l				
560-2		k r m ɪi			
438-2		ə r r r			
1222-2		j r i r			
353-2		f r s ɪi ɪi			
201-2		f au n ɪi			
20-2		f ɪ r r ɪi r			
503-2		f r ɛ l ɪi			
957-2		j ɪ n			
728-2		l a n r ɪi			
244-2		m a n n			
289-2		m r ɛ s d			
911-2		w ə r l			
724-2		ð r r			
145-2		p w ɛ r			
992-2		w i			
706-2		ə r r			
106-2		f au d ə r			
741-2		k ɛ t			
421-2		b l ɛ r m			
227-2		f r o s			
920-2		h ɪ r n			
1083-2		h au r n ɪi			
1066-2		j ɪ r			
1125-2		k r n			
1197-2		m au ə r			
473-2		m ɪ r r ɪi			
284-2		m a s			
661-2		j u n r			
701-2		r ɪ r d ɪi			
315-2		r ə r r n θ ɪi			
1169-2		s a l p			
1150-2		j k au r ɪi ɪi			
982-2		j s ɪ s ɪi			
987-2		s n ɪ r			
1055-2		s r r r ɪi n			
1130-2		s ʊ ʃ r			
433-2		s au n ɪi			
625-2		h au n r			
1186-2		p a n r			
416-2		j w r r			
1233-2		w ɪ n θ ɪi			
884-2		w ə r m ɪi			
1016-2		k r			
952-2		g i			
78-2		b l a s			
514-2		b r r n ɪi			
116-2		o s r			
188-2		f r r ɪi r n			
745-2		f ɪ ð ə r			
1100-2		f r r t			
47-2		k r			
111-2		p r i			
1061-2		k r			
24-2		m u d			
232-2		m u n r			
671-2		j r r t			
385-2		s i			
945-2		s a n n			
644-2		p r i			
1041-2		s t ɪ r ɪi			
492-2		θ au n r ɪi			
1209-2		k ɛ t			
527-2		w a ə r			
14-2		g o l v ɪi			
1-2		o l			
915-2		j n d			
271-2		j s			
560-3			v t ɛ		
438-3			ɛ r		
1222-3			ɔ v ɛ r		
353-3			p t ɛ s		
201-3			p ɑ̃		
20-3			ʃ r		
503-3			p l		
957-3			w		
728-3			l ɑ̃		
244-3			m ɑ̃ v		
289-3			n t		
911-3			r o d		
724-3			t r w		
145-3			d t		
992-3			b		
1181-3			g t		
706-3			o ø		
106-3			p ɔ t t r		
741-3			p t		
421-3			f l ɔ̃ t r		
227-3			p t ɛ d		
920-3			ʃ ɔ r e		
1083-3			k ɔ r		
1066-3			o		
1125-3			ʒ ɛ n		
1197-3			m ɔ t t r		
473-3			n ɔ v z		
284-3			m ɛ s		
661-3			ʒ ɔ n		
701-3			r ɥ r		
315-3			r ɔ̃ d		
1169-3			s ɔ l e		
1150-3			p k p s e		
982-3			k s ɛ d		
987-3			ʒ		
1055-3			s k t t z		
1130-3			s ɛ		
433-3			f ɔ r t e		
585-3			t		
625-3			l ɑ̃		
1186-3			d u n		
814-3			v a r p z		
416-3			ʒ t ɛ r		
1233-3			v ɑ̃ t		
884-3			v ɛ r		
916-3			ɛ t		
1016-3			ɑ̃ v		
952-3			a		
514-3			k ɛ r s e		
1079-3			ʒ		
1100-3			p ɛ r s e		
47-3			f t v		
111-3			l a		
1061-3			m ɔ̃ t e		
1155-3			k ɔ r		
343-3			v t t r		
671-3			p ɛ r s e		
460-3			p t r d		
8-3			p ɛ r s ɑ̃		
644-3			s ɛ t e		
683-3			p ɑ̃ z		
650-3			g t		
612-3			s ɔ n		
871-3			e r		
1209-3			v ɑ̃ v z		
667-3			l ɔ z		
499-3					
14-3			k a r s e		
1029-3			z i		
272-3			k ɑ̃ r		
560-4				k n u oː g	
438-4				eː r n ə	
1222-4				g n aː g	
353-4				f p o ə oː ə	
201-4				f eː g b n	
20-4				f eː b k ə	
503-4				f n u l g	
957-4				g i n	
728-4				l eː ŋ oː ə	
244-4				n eː m ə ə	
289-4				n n u g t	
911-4				r eː b k oː n	
724-4				d r n	
145-4				t n oː n	
992-4				h eː	
1181-4				n eː b ə oː	
706-4				eː n k ə n	
106-4				f eː d ə r	
421-4				f l au ə r	
227-4				f n au t	
920-4				h eː r k ə ə	
1083-4				h eː r n d	
1066-4				g n	
1125-4				g n n	
1197-4				m eː d ə r	
473-4				n eː k ə n	
284-4				n a g	
661-4				v a n d	
701-4				r eː g t ə	
315-4				r eː n ə n d g	
1169-4				ʃ u l t	
1150-4				ʃ p o r t ə ə	
982-4				g z i t g	
987-4				ʃ n iː s	
1055-4				ʃ p t n ə l ə ə	
1130-4				ʃ au k g	
433-4				ʃ eː n ə ə	
585-4				m t	
625-4				t eː ŋ ə ə	
1186-4				t u n d	
814-4				n eː b ə l	
416-4				g v s	
1233-4				v eː n t g	
884-4				v eː r m ə	
78-4				b l iː s	
514-4				b eː r k n ə	
116-4				au t r	
188-4				f p o k k r n	
745-4				f eː d ə r	
1100-4				f r b ə ə t	
630-4				n n b b ə oː	
1155-4				n eː i ə	
24-4				n u g t	
232-4				n a g ə	
671-4				g r n iː ə t	
460-4				n n b b ə	
8-4				n eː b ə l s	
385-4				z eː	
945-4				ʃ eː k ə t	
1041-4				ʃ t a n d	
492-4				d eː n ə ə	
527-4				v eː t ə r	
14-4				v eː l ə	
1-4				a l	
915-4				a n t	
271-4				a iː r	
560-5					f eː m o
438-5					o r eː
1222-5					k g eː
353-5					p a i o
201-5					f e g d
20-5					k a t gʷ k r
503-5					p r eː m o
957-5					d oː a
728-5					l d o
244-5					m o m n
289-5					m r eː d
911-5					r a n m i
724-5					t r d aː
145-5					d iː eː a
992-5					p iː
1181-5					k i m lː o
706-5					l i i o
106-5					p e n u s
741-5					p s eː m o
421-5					f l b m s
227-5					p l i a
920-5					k o r i i n
1083-5					k o r n o
1066-5					n nː i
1125-5					d i n o
1197-5					m a n u s
473-5					n a l o
284-5					m a n u
661-5					k a d a
701-5					r e eː m i
315-5					iː i i d o
1169-5					s i l a
982-5					a s iː m o
987-5					k n eː
1055-5					s t g i l i o
1130-5					s i kː i
433-5					s o l o
585-5					p
625-5					l a n t o
1186-5					d a n a
814-5					f r gʷ
416-5					k a a
1233-5					w e n i o
884-5					w e r i o
916-5					aː n
1016-5					a m uː m o
952-5					a n
78-5					k u t i
1079-5					p i d aː
116-5					a u a
188-5					n k e k u l a
745-5					k a p u t
47-5					d n u m o
111-5					l a k o
1061-5					m a l t e
630-5					s m p u o
1155-5					k a l d o
24-5					k u t i
232-5					k u t i
343-5					f i i
460-5					p eː iː r iː l o
945-5					k a p u t
644-5					k au kː a
683-5					k a n i o
650-5					s i i l o
612-5					s oː m aː
1041-5					k a p u t
871-5					d r s eː i d o
492-5					k a p u t
1209-5					w o l o iː
667-5					r aː kː aː
499-5					n o
1029-5					oː
272-5					s a d i s
