COGID	Albanian	English	French	German	Latin
560-1	p e ə				
438-1	d r r				
1222-1	p f				
353-1	p e ʃ t				
201-1	ʃ t r				
20-1	ʃ r r				
503-1	p e r				
957-1	d				
728-1	l e				
244-1	p e m e				
289-1	d y d t				
911-1	r r r r				
724-1	d r u				
145-1	d ʃ				
992-1	d				
1181-1	k o ə r				
741-1	p e k				
1150-1	p d r u r				
585-1	d e				
814-1	p r a				
916-1	d t				
1079-1	l i r				
630-1	r θ t				
343-1	p a t				
8-1	d r r ə				
385-1	ʃ u				
683-1	k o r t				
650-1	ɟ a a				
612-1	f ə m				
871-1	d r k o				
667-1	l p o				
527-1	ʃ y d r				
499-1	p e				
1029-1	p e				
336-1	p r r ɟ r				
198-1	m ð				
164-1	ʃ t ə o				
560-2		h ɪ s			
438-2		g r			
1222-2		ai ʊ			
353-2		p ɪ ʃ s			
201-2		p a n p			
20-2		h i			
503-2		p ʊ l			
957-2		g n			
728-2		h a ŋ			
244-2		s ɪ m			
289-2		g a s d			
911-2		w i r			
724-2		d r ai			
145-2		s w ai			
992-2		w o			
706-2		s			
106-2		p ɪ d r			
741-2		p ʊ h			
421-2		m v ʊ m			
227-2		p ʊ t			
920-2		h ɛ r			
1083-2		h ɛ r n			
1066-2		h			
1125-2		h ɪ d			
1197-2		m au d r			
473-2		f ai ə			
284-2		n s			
661-2		ai n			
701-2		r u d			
315-2		r i n			
1169-2		s a l			
1150-2		s ʊ r			
982-2		s e			
987-2		s n e			
1055-2		s d ɪ r n			
1130-2		s e s			
433-2		s a n			
625-2		s au ai			
1186-2		g e n			
416-2		w			
1233-2		w i n			
884-2		w i r m			
1016-2		h r			
952-2		ɛ			
78-2		v l a s			
514-2		v r a n			
116-2		s t			
188-2		p ɪ r n			
745-2		p e θ r			
1100-2		p r au θ d			
47-2		p l i r			
111-2		h t h			
1061-2		h			
24-2		n ɪ n d			
232-2		n ʊ n			
671-2		r r ai d			
385-2		s e			
945-2		s e m			
644-2		p ʊ			
1041-2		s d			
492-2		ð a n			
1209-2		h			
527-2		w a t r			
14-2		g o l v			
1-2		o l			
915-2		au θ d			
271-2		ɑ ʃ			
711-2		v ai t			
1112-2		v l ʊ d			
205-2		v r au s d			
301-2		f l au			
72-2		k a l d			
162-2		g f			
238-2		d e			
560-3			v ɛ r		
438-3			g r		
1222-3			s j		
353-3			p u s e		
201-3			p ɑ̃ w		
20-3			p ɛ r		
503-3			p u ɑ̃		
957-3			ɛ̃ ɑ̃		
728-3			s ɛ n		
244-3			s t v		
289-3			g ɛ ʃ		
911-3			s ɑ̃ i		
724-3			g r		
145-3			g		
992-3					
1181-3			ʃ ə t		
706-3			s		
106-3			p u ai r		
741-3			p u ʃ		
421-3			f l u s		
227-3			p u d		
920-3			ʃ œ r		
1083-3			ʃ r i		
1066-3			g ʒ		
1125-3			ʒ ɛ l		
1197-3			m ø ɑ̃ r		
473-3			g r j		
284-3			g ɛ s		
661-3			ɛ̃ n		
701-3			r ə b r		
315-3			r		
1169-3			s i d		
1150-3			s i r		
982-3			s ɛ a		
987-3			s j		
1055-3			s ɛ̃ ɑ̃		
1130-3			s ø v		
433-3			s ɑ̃ w		
585-3			g ø		
625-3			d n e		
1186-3			g ɛ t		
814-3			g ɛ r		
416-3					
1233-3			g ɛ t		
884-3			g ɛ r t		
916-3			ɛ̃		
1016-3			ɛ̃ t ɛ m u		
952-3			o d		
514-3			g j r ɛ		
1079-3			p ɑ̃ b		
1100-3			g r r t		
47-3			o ɑ̃ r		
111-3			d a s		
1061-3			m n		
1155-3			ʃ l l		
343-3			v ɛ t ɛ r		
671-3			r ɛ o		
460-3			p u ɛ r		
8-3			g r		
644-3			s		
683-3			ʃ ə t		
650-3			ʃ o l		
612-3			f ɑ̃ m		
871-3			r ʃ ə		
1209-3			f ɔ t ɛ		
667-3			l ɛ j e		
499-3			d		
14-3			g r j l		
1029-3			v w		
272-3			s t ɛ r		
278-3			m o d		
410-3			ʃ r t ɛ ʃ		
336-3			s p ɛ u		
1009-3			v ɛ t ɛ r		
479-3			s v		
712-3			m r		
1113-3			s ɛ̃ n		
605-3			ɛ s s		
752-3			s p i r		
695-3			l ø b r		
73-3			f r i		
162-3			p ɑ̃ n d		
239-3			d		
560-4				h eː i	
438-4				h r ʃ t	
1222-4				ʃ i	
353-4				f i ʃ h	
201-4				f a s	
20-4				f aː r ə	
503-4				f uː l t	
957-4				m n	
728-4				ʃ i ŋ	
244-4				n m m	
289-4				n ai s	
911-4				r f t	
724-4				t r i	
145-4				h oː	
992-4				h s	
1181-4				h i t	
706-4				ai k au	
106-4				f oi d aː r	
421-4				f l iː aː r	
227-4				f uː t	
920-4				h a r t	
1083-4				h a r n	
1066-4				eː g	
1125-4				n aː f	
1197-4				m i d aː r	
473-4				n d	
284-4				n eː	
661-4				v ai n	
701-4				h au d	
315-4				r au n ə	
1169-4				ʃ a l t	
1150-4				ʃ a r s	
982-4				z eː s	
987-4				ʃ t d	
1055-4				ʃ t aː r	
1130-4				ʃ p iː	
433-4				ʃ a n	
585-4				t	
625-4				ʃ i ŋ	
1186-4				t r d	
814-4				h r l t i	
416-4				v a s	
1233-4				v ai n d	
884-4				v eː r m	
78-4				f l	
514-4				m ə r n	
116-4				ʃ s	
188-4				f aː r au	
745-4				f aː d aː r	
1100-4				f r r s	
630-4				h n ʃ t t	
1155-4				h au l	
24-4				n a s	
232-4				n au n	
671-4				r ai s	
460-4				h au t s	
8-4				g r ʃ	
385-4				ʃ t	
945-4				z aː d	
1041-4				ʃ t a n d	
492-4				d eː n ə	
527-4				v ai s r	
14-4				j aː l eː	
1-4				a l	
915-4				a n d	
271-4				a ʃ	
711-4				v ai s	
1112-4				a l ə d	
205-4				aː r aː z t	
301-4				ʃ l n	
72-4				d a l t	
238-4				d aː g	
560-5					w i i iː
438-5					g r s t
1222-5					f f t
353-5					p oː s eː
201-5					s oː n p
20-5					k a i r
503-5					p u uː t
957-5					s eː o
728-5					l aː e o
244-5					g m p u
289-5					n s t t
911-5					s r eː iː
724-5					d r k a
145-5					d eː lː
992-5					k e
1181-5					k w t e
706-5					o i t
106-5					k kː r o i
741-5					p u lː o
421-5					f l o r a
227-5					p ə aː a
920-5					k o r e u
1083-5					k a r n o
1066-5					g a
1125-5					g a p eː
1197-5					m a r o i
473-5					n u w i
284-5					n aː t u
661-5					f n i
701-5					r u p i
315-5					k s n p i
1169-5					s i l a i
982-5					s s iː t
987-5					s n e a
1055-5					k t i d l
1130-5					k u s i
433-5					s iː n o i
585-5					t e o
625-5					l eː n u
1186-5					d eː n o
814-5					f r i e u
416-5					f i d
1233-5					w i n e
884-5					w i r s o
916-5					oː
1016-5					a n a m a l o
952-5					d r
78-5					b u aː t
1079-5					b i d
116-5					k aː a
188-5					k m i n
745-5					k a b o i
47-5					k m a n o n
111-5					l a eː o
1061-5					m a n d n
630-5					s e p u e
1155-5					k u l
24-5					n aː t
232-5					n u n
343-5					w i oː t i eː
460-5					p u r a
945-5					k a p u n
644-5					p eː t a
683-5					k r m t aː
650-5					s w i l
612-5					f oː m o
1041-5					k t e a
871-5					d r oː e t e
492-5					g w n a
1209-5					w o m a d
667-5					l a w
499-5					p eː
1029-5					p u d
272-5					s i n r iː
278-5					m a w i kː a
410-5					aː o r s i
1009-5					w i n r iː
198-5					m i g aː
479-5					i d k a kʷ
712-5					m o r iː
1113-5					s eː n
605-5					a k i
752-5					r e s p iː r aː
695-5					n i a g e
73-5					f r i d n d
164-5					p oː m r eː k k a
239-5					g e r iː
